sttl,ct_dst_sport_ltm,ct_src_dport_ltm,swin,dwin,label
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,2,255,255,0
31,1,6,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,2,0,0,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,2,2,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
32,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,2,2,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
32,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,2,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,0,0,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,2,2,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,3,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,3,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,3,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,2,7,255,255,0
31,1,1,255,255,0
29,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
0,2,2,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,3,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,7,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,2,3,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,7,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,5,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,4,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,4,255,255,0
31,1,3,0,0,0
31,2,3,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,4,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,5,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,5,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,4,255,255,0
31,1,1,255,255,0
31,1,5,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,3,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,7,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,3,255,255,0
31,1,1,255,255,0
31,1,3,0,0,0
31,1,7,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,5,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,3,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,7,255,255,0
31,1,3,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,255,255,0
31,2,7,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
29,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,2,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
0,2,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
0,2,2,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,2,2,0,0,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,3,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,3,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,2,0,0,0
31,2,2,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,3,255,255,0
31,1,1,0,0,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
29,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,4,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,4,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,11,255,255,0
31,1,5,255,255,0
31,1,1,255,255,0
31,1,4,0,0,0
31,1,1,255,255,0
31,1,5,255,255,0
31,1,11,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,255,255,0
29,1,1,255,255,0
31,1,1,0,0,0
31,2,2,255,255,0
31,1,4,0,0,0
31,1,1,0,0,0
31,2,4,0,0,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,5,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,5,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,4,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,2,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,3,0,0,0
31,1,5,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,3,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,2,4,0,0,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,4,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,11,255,255,0
31,2,2,0,0,0
31,1,2,0,0,0
31,1,2,255,255,0
31,1,3,0,0,0
31,1,3,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,3,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,6,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,11,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,0,0,0
29,1,1,255,255,0
31,2,2,0,0,0
31,1,1,255,255,0
31,1,11,255,255,0
29,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,11,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,11,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,11,255,255,0
0,2,2,0,0,0
31,1,6,255,255,0
31,1,1,255,255,0
29,1,1,255,0,0
31,1,1,255,255,0
0,2,2,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
32,1,1,255,255,0
31,1,11,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,11,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,11,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,3,255,255,0
31,1,3,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,3,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,3,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,6,255,255,0
31,1,1,0,0,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,6,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,4,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,4,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,4,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,4,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,3,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,3,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,3,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,5,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,2,2,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,5,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,5,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,5,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,5,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,2,2,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,5,255,255,0
0,2,2,0,0,0
31,1,1,0,0,0
31,2,2,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
0,2,2,0,0,0
0,2,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,2,255,255,0
31,1,1,0,0,0
0,2,2,0,0,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,5,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,5,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
30,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,5,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,3,255,255,0
31,1,1,255,255,0
31,1,2,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,255,255,0
31,1,1,0,0,0
31,1,1,255,255,0
31,1,1,255,255,0
